rating,text,emotion
5,Parasının beş kuruşunu bile hak etmez sadece 1 kere bir kaç saat giyip 15 dakika 30 derecede yıkandı haline bak silme bezi bile olmaz yazıklar olsun yıldızlar öne çıksın diye ALMAYIN!!,n
5,"Daha ilk giymede fena tüylendi ve acayip iç gösteriyor. Uygun fiyatlı gibi görünse de paraya yazık, öne çıkması için 5 yıldız verdim",n
5,Mesajım öne çıksın diye 5 yıldız verdim tayt guzel ama 2 adet söylemiştim bir tane geldi birde rengi siyah istedim gri geldi renge çok takılmıyorum ama diğer taytımı istiyorum,n
5,5 yıldız verıyorum ustte kalsın dıye fitilli sıparıs verdim başka model geldı ıdare eder o yuzden ıade etmıycem,n
3,"erkek kardeşime almıştım iç astarı yırtık geldi. elimle kendim diktim düzelttim, daha dikkatli olsanız iyi olur",n
5,kışlık değil kesinlikle tam mevsimlik bir ceket kalıbı çok iyi sadece tek kolunun içindeki astar dikilmemiş o da terzide iki dkklık iş genede satıcı dikkat etmeli bu tür şeylere,n
5,Ürün Tam bir fp ürünü rengi olsunn duruşu Herr şeyiyle 5 yıldızı hakeden bir ürün fakat kumaşı ince ama çoğu bodylerde kumaş yapısı aynı oluyor genellikle o yüzden ona laf edemem rengi ayrı bir güzel daha sonra diğer renklerindende almayı düşünüyorum😍🎀,p
5,"kumaşı çok kaliteli ve güzel üstte çok güzel duruyo. renklere göre bedeni değişiyor lacivert ve bordo  ikiside S beden almıştım bordonun kalıbı biraz dar, mavinin kalıbı tam cidden çok güzel ona göre almanızı tavsiye ederim",p
1,"Bir yıldız bile verilmez! Pamuklu diye geçiyor materyal fakat öyle değil hiç değil, polister poliamid sentetik tek kelimeyle naylon kumaş kalitesiz, kumaşın pamuk oranı çok merak ediyorum! Kesinlikle İADE☝️",n
1,Ürün NAYLON arkadaslar o yüzden onermem,n
5,Ürünün kolları çok uzun. Satıcıda tersleyen birisi. Üstte kalmasın için 5 yıldız veriyorum 1 günde 125 tl den 200 tl ye çıkardılar fiyatı. Önermiyorum. Başka yerden alın.,n
5,"merhaba, ürün elime ulaştı 2xl - 3xl almıştım.12 yaşında s  beden giyen kızıma oldu.bana olmadı yani kızıma hediye ettim. teşekkür ederim. ürünün kalitesi güzel o yüzden 5 yıldız verdim fakat beden skalanızda bariz bir sıkıntı var.",n
5,Kumaşı çok kaliteli bedeni tam üstüme göre oldu kesinlikle tavsiyeederim. Uyku bonesi de sürpriz oldu teşekkür ederim.,p
5,Kalite çok profesyonel tshrt,p
1,bir yıldızı bile hak etmiyorda neyse kısacası almayın tülbent gibi bişy geliyo haberiniz olsun,n
1,Fiyatı ucuz olduğu kadar kaliteside çok ucuz fotoğrafla hiç alakası yok atlet kumaşı bile daha iyidir.Bunun adı insan kandırmaktır. 1 yıldızı bile hak etmiyor ben iade etmiyorum ama kesinlikle tavsiyede etmiyorum,n
5,Gerçekten 5 yıldızı hakediyor çok rahat bir pantolon,p
5,158 boy- 50 kiloyum. Yorumlara istinaden bir beden büyük olarak M beden aldım. Biraz biraz bol geldi.S beden de alsam olurmuş diye düşünüyorum. Kalite olarak güzel. Astarlı.,p
2,arkadaşımla aynı burdan ettim benimkinin astarı yarım baya tükenmiş ve cebi yamuk şekilde geldi geri iade etmedim fazla sorun etmedim ama hoş bir görünüm değil,n
5,"piyasadaki fiyatlara göre gerçekten en uygunu ve kalitelisi, 1.62 70 kiloyum L aldım güzel durdu bileklerimin üstünde kumaşı da astarı da kaliteli. ayrıca 1 gün içinde elimdeydi çok teşekkür ederim",p
4,Güzel ve kullanışlı bir kaban . Bir yıldızı biraz tüylenme olduğu için kırdım onun haricinde çok güzel.,p
5,"Kurtarıcı bir parça. Boyu ve kumaşı çok güzel, içi astarlı.",p
5,160 boy 57 kilo m beden aldım çok iyi oldu kalın kazakla giydim rahatsız etmedi f.p bir ürün bence her dolapta olmalı evet çok kalın kaşe değil ama içinin astarlı olması çok güzel,p
5,boyum kısa ama uzun kullanmayı seviyorum arkadaşlar s-m bedenim normalde s aldım m daha bol olurdu iyiki s almışım üstte dursun 5 yıldız kalitesi inanılmaz güzel evdeki herkes beğendi tavsiye ederim 🌺🌸,p
4,fiyatına göre çok güzel bir ürün ince falan deil gayet yeterli astarli kaşe sadece ağır deil hafif bir kaban ama yinede kışın da giyilir kazaklarla falan giyecekseniz 1 beden büyük alın,p
5,ürüne bayıldım astarlı ve harika duruyor tam beden alabilirsiniz aşırı aşırı güzel,p
5,24 saat olmadan elime ulaştı. 600 TL ye artık iç amaşırı bile alınmıyor .. bence çok güzel .. arkadaşa hediye aldım . ince ve  yumuşak ..ama astarı var ..ve tüğlenmez bir kumaş gibi duruyor..,p
3,160 boy 50 kilo M beden aldım kolları dar geldi kazaklarda falan zor oluyo ama astarlı olması bide bu fiyata kalitesi gayet iyi,p
5,10 yıldız olsa 10 yıldız hakediyor o ladar güzel ki kalıbı duruşu kesimi bayıldım tşkler herkesin emeğine sağlık,p
5,"Ürün çok hoş, astarlı oluşu bir avantaj hem klasik, hem günlük kombinlerimin tamamlayıcısı parçası olacak.",p
4,"Normalde 42-44 beden giyiyorum. L beden tam oldu ama bir beden büyük alabilirmişim. Kol boyu iyi ama önünün biraz daha fazla kapanmasını tercih ederdim. Kumaşı kalın sayılmaz, mevsimlik gibi düşünülebilir (bu yüzden bir yıldız kırdım). Genel olarak dikişi, kumaş kalitesi fena değil. Cepleri geniş ama iç cep yok. Fiyat performans ürünü.",p
4,çok güzel oldu çok beğendim yanliz kargo geç geldi onun dışında çok güzel beğendim 1 yıldızı kargo yüzünden kırıyorum,p
5,Gayet güzel geldi astarlı olması iyi tam bedeninizi alabilirsiniz,p
3,kendi bedeninizi alın  fiyatına göre çok iyi tüylenme de yapmazsa sekiznumara beş yıldız bir yırtmaç da olsa şahane bir yıldızı kollar kısageldi ondan kırdım bir yıldızı da indirime girmiş ondan,p
5,Kalıbına bayıldım gerçekten çok güzel bir kaban içi astarlı kemeri kalıbı bedeni tam uygundur tam kalıptır teşekkür ederim hediyeler için de,p
5,Çok beğendim 1-68 boy 54 kilo önce M beden almıştım ama tam üzerime oturmadı değiştirdim S aldım tam oturdu astarı kumaşı kaliteli,p
5,Fotoğrafda daha uzun görünüyo ama biz altında boyum 1.67  kilom 57 dokusu duruşu çok iyi içinin astarlı oluşu güzel,p
5,"10 yildiz olsa hepsinide verirdim, çoooookkk güzel, çokkkkk şık, 73 kiloyum L beden aldım tam oldu, her bayanın dolabinda mutlaka olması gereken bir parça, kumaşı, dokusu yumuşacık. Kargoda 2 gunde geldi, teşekkür ederim,",p
5,"Ürün çok hızlı bir şekilde kargolanmış, sorunsuz ulaştı.Teşekkür ederim Paketi açınca kokusu vardı evet havalandırdım oldukça azaldı yıkamadığım için o konuda net bir yorumum olamaycak ama şu an da da rahatsız edici boyutta değil. Esnek güzel bir tayt, tam beden aldım iyi oldu. Çok rahat, kasmıyor ve duruşu çok güzel. Bel yüksekliği tam kararında.",p
5,"koku bir iki gün sonra geçiyor onemli değil, içi polarlı ve yumuşak,",p
5,Yorumum öne çıksın diye paylaştım kendi bedeninizin alın ya da bir beden küçük,n
5,kumaşı inanılmaz güzel gayet kaliteli alın aldırın derim siyahını da aldım beş yıldızı hakeden bir ürün,p
5,fiyat performans urunu dokusu kumasi cok rahat almanizi oneririm,p
4,168 boy 64 kilo l beden tam oldu . Fakat ürün iç gösteriyor. 1 yıldızı ondan kırdım.,p
5,Beş yıldız veriyorum en üste gözüksün diye ürünlerim dün teslim edildi diye mesaj geldi ama hiç bir şekilde ürünler elime ulaşmadı yetkili satıcının ilgilenmesini bekliyorum,n
5,Ürün incecik yazlık gibi . Vücudu saran bir kumaş bekliyordum ancak baya bol oldu. Kumaşını ve kalıbını beğenmedim . İade edicem.(5 yıldız verdim en üste çıkması için),n
5,10 Yıldıztepe olsa veririm kumaşı yumuşacık ve çok güzel bence bu fiyata asla asla bulamazdım,p
4,çok yumuşak ve güzel ama aynı renkten 3 tane gönderilmiş bu yüzden bir yıldız kırdım. Tam bedeninizi alın,p
5,keşke 10 yıldız olsa versem harika ya kaliteli yumuşacık yıkadım cekmedi alın tereddüt etmeden 58 kilo m beden oldu tavsiye ederim ❤️ ve hızlı kargo renkleri daha canlı,p
5,Bu mağaza nın ürünlerine ve paketleme sine 5 yıldız veriyorum  kalitesi çok güzel,p
5,tam beden kalteli duruyor bir kaç yılamadan sonra belli olur o.güncellerim yorumumu. renklerinden tekrar sipariş vercem inş.hoşuma giderse.ayrıca satıcı ve kargo hızlı💯,p
4,Bir yıldız kötü kokusundan kırdım ama ürünler tertemiz tam kalıp çok rahat 95 basenim s beden oldu kalitesi de iyi,p
5,On numara beş yıldız gençler,p
2,Ürün hızlı bir şekilde elime ulaştı fakat ürünün gerçekten kalitesi çok kötü 2 yıldızı sadece hızlı teslim edildiği için veriyorum.,n
5,Fotoraf ile alakası yok cok kötü sırf yorumda cıksın diye 5 yıldız verdim,n
2,Ürün  fiyatına göre güzel ama kargonun üzerine içinde ne olduğunu yazmakta ne oluyor benim ne aldığımı  kargo şirketi ve milletin bilmesine gerek yok  2 yıldızı onun için verdim,n
4,Tam kalıp güzel pantolon üstte duruşu güzel ve rahat,p
5,Kolay kolay bir ürüne yorum yapmam ama bu tayt 5 yıldızı hak ediyor kumaşı dokusu harika tereddütsüz alınmalı satıcıya teşekkür ederim 🙏,p
5,muhteşem kalbı kumaşı muhteşem  çook yıldız  ********,p
3,belinin lastiği hiç iyi değil sadece model iyi diye malına yıldız verdim mankende gözüktüğü gibi göbek üstüne kadar da çıkmıyor göndermekle uğraşmak istemedim,n
5,mukemmel biseyy dusunmeden alabilirsiniz ben cok memnun kaldım sadece paca yaptirdim biraz uzun geldi onun disinda bence 5 yildizi hakediyor.,p
4,"it is very nice, but it came a lighter color than the chosen one..good quality thank you",p
5,bilerek 5 yıldız veriyorum üstte kalsın yorum diye fotoğraftaki ile alakası yok almayın.,n
5,çok kötü yanlış beden gonderildi asiri bol baggy degil şalvar gibi paçası kısa beli bol her şeyiyle kötü iade edemedim bos gitti 1 yıldız bile değil Çöp,n
5,kalın. gayet sıcak tutuyor. ben genellikle taytı evde tercih ediyorum. diz yapmiyor ve sıcak tutuyor. bu benim için çok onemli,p
5,5 yıldız verdim yorumum öne çıkması için aldığım ürünü geri iade ettim inceleme yapıldi hijyen dolasıula iade iptal edildi cevabı aldım  nasıl inceleme yaptınız hiç giymedim bile ürünü  kısacası  iletişimde sıfır yazık verdiğim ücrete,n
4,astarlı olsaymış keşke ama güzel kalın,p
5,"ürün mükemmel daha yıkamadım yıkayıncada çekme yapmazsa 10 numara 5 yıldızı verdim çoktan, gerçekten alınabilcek mükemmel bir ürün baya iyii",p
4,renkleri çok güzel tam keten altlarına giymelik. bir beden büyük söyledim kalçamı sarsın diye daha iyi oldu.bir yıldızı etrafı silikon olmadığı için kırdım eğilip kalkarken kayıyor çünkü,p
5,5 yildiz hakediyor harika bir urun cok kaliteli,p
5,harika ürün. kargo personeli süper. teşekkürler trendyol.,p
5,Cok guzel kumasi yumusacik sadece bir beden kucuk alinmasini oneririm,p
3,urun magazadakiyle aynı dokuda fakat 1 kolu üstten  yumuk dikilmiş. geri iadeyle uğraşmak istemedim,n
5,"10 numara 5 yıldız, harika tam bedeninizi ala bilirsiniz.",p
4,Lbeden onerilmisti m sipariş verdim .M de oldu çok sıkmadıgi için değişime gitmedim rahat bir pantolon yeri ince bir kumaş  kışın altindan birşey giyilirse kışında rahat kullanılabilir  diğer renklerinde alınır.,p
5,Dokusu yumuşak güzel bir ürün humaone teşekkürler.,p
5,ürünlerin kumaşı çok güzel l beden almıştım bedeninzden büyük almanizi oneririm,p
4,4 yıldız vermemin sebebi biraz ince Evet yumuşak ama çok ince yine de alınabilir güzel paketleme yapılmıştı yeri de güzel fiyat performans ürünü,p
5,Gerçekten 5 tam yıldızı hakkediyor çok rahat ve güzel bir ürün teşekkürler,p
5,çok rahat ve güzel duruyor üstte,p
5,Çok güzel yokmuş gibi üstte,p
4,"tayt pantolon desemm yeridir üstten çok dar kalıbı ,krep kumaş da benlik değilmis bilmiyor.usim",p
5,harika bir pantolon likralı baya esnek   169 boy 72 kg L aldim belim ince biraz belden bol ama tam oldu m de alsam olurmus zayif gosteriyor fiyatına  gore kalitesinden emin olamamıstim ama harika sadece bir bacak kısmındaki  dikis hafif egri cok onemsemedim dikis hatasini fiyatına gore cok iyi esnek ve rahat cok ince de degil,p
5,beş yıldız veriyorum çünkü yorumum en üstte görülsün istiyorum bu pantolonu sakın almayın resmen Tayt gibi gerçekten bir de belden düşüyor yüksek bel değil giydiğimin ikinci haftasında düğme bir anda yırtıldı tamamen yırtıldı hiçbir şey yapmama rağmen Tayt gibi olduğu için pantolon değildi bu lickra’nındikıydı almayın ki,n
1,"Ürünün kumaşı duruşu çok güzel ama bel modeli göründüğünden farklı geldi. O yüzden iade ediyorum. Tekrardan sipariş vereceğim umarım bu defa düz şekilde gelir. Güncelleme: Ürünü, 2. Defa sipariş ettim ve yine göründüğünden farklı bir model geldi. 1 yıldız bu yüzden",n
5,Yukarda gözüksün diye beş yıldız verdim. Sizce bu pantolon bu mu? İşinizi neden doğru yapmıyorsunuz? Uğraşmak zorunda olan biz oluyoruz sonra.,n
5,on numara beş yıldız 32 beden 171 boy 72 kiloyum tam oturdu kemersiz düşer ama zaten kemerli kullanıcam.,p
5,bilerek 5 yıldız verdim en üstte olması için herkesin görmesi için inanın alakası yok ürünün seçtiğin ürün ile gelen ürünün alakası yok tüm samimiyetim ile söylüyorum,n
1,Yıldız veremiyeck kadar kötü almayın aldırmayın paranız boşa gitmesin 31 benden istemem ragmen 29 gönderilmiş rezzilik boyle satıcının,n
5,On tane yıldız olsa onu da hakeden bir ürün çok güzel kendi bedeninizi alın,p
5,ÜRÜNÜN KALİTESİ KARGONUN HIZI 5YILDIZI HAKEDİYOR SADECE Bİ TIK BEL KISMINI UZUN İSTERDİM,p
4,Cok guzel geldi tam bedenini ala bilirsiniz.1 yildiz keyfim istedi diye kirdim canlarim,p
5,yorumlara bakarak bir beden küçük tercih ettim xs aldım tam oldu bel kısmımı sardı çok beğendim üstte ki duruşunu,p
4,Ben aldığımda daha pahalıydı diye bir yıldızı kırdım yoksa tamamen 5 yıldızı hak ediyor elime sorunsuz ulaştı kumaşı duruşu çok güzel kendi bedeninize göre alın,p
5,Çoook güzel çok beğendim ben  beş yıldızı sonuna kadar hak ediyor bence,p
5,"Alın arkadaşlar hem kotlarla,hem kumaşla hemde deri pantolonlarla rahatlıkla kombinlenir.Star bir parça olur dolabınızda.Yalnız bedenler dar gibi geldi bana S aldım ama M ile değiştireceğim :)",p
4,67 kg boyum 1.60 L beden aldım  tam oldu kumaşı dokusu harika çok beğendim 1 yıldızı kargonun çok geç gelmesinden dolayı kırıyorum onun dışında ütün çok güzel,p
4,Harika çok beğendim.Bir yıldızı geç geldi havalar ısındı,p
3,2 yıldız kırdım üst küçük alt baya büyük Xl aldim annem için küçük geldi,p
3,Sipariş verdim ve geri iade ettim ama bedeni olmadığı için alt dar üstte göre yoksa kaliteli,p
1,Ürün geldi gözüktüğü gibi değil alt xl değil alakası yok üstte iyi paçaları dar göründüğü gibi degil,n
5,5 yıldız vermenin nedeni yorum görünsün diye dar kalıp bir pijama boy aşırı uzun ve siyah istedim lacivert yollanmış böyle de ilgili bir satıcı alırken düşünmeniz gereken bir ürün,n
5,Yorum üste çıksın diye 5 yildiz veriyorum. Istedigim beden kesinlikle değil. Hangi beden olduğu bile belli değil etiketi kesik yollanmış kusurlu ürün. İADEE,n
3,üstte sorun yok ama pijama da yırtık var ve çok uzun,n
5,10 yıldız olsa verirdim hem saticinin ürünü çok kaliteli hem kargo şirketi çok hızlı iyiki sizi tercih etmişim normal bedeninizi alabilirsiniz ürün esnek yapıda,p
5,Harika bir tayt. Normalde 36 (S) giyiyorum M beden aldım tam oturdu. İçi de kalın bayağı sıcak tutacağa benziyor. 10 numara 5 yıldız!,p
5,"10 numara 5 yıldız... Indirimde 135.00 liraya aldım. Rengi ve ışıltıları çok tatlı. 162 boy 59 kg s beden tam oldu. Yumuşacık bir kazak, gönül rahatlığıyla alabilirsiniz.",p
5,Ayy aman 52 kiloyum ve m beden aldım bel kısmı kalça kısmından girmedi dar geldi. Resmen çocuk beli gibi dar olmuş🙄 kumaşı çokta güzelmiş rengi felan olmaması üzdü beş yıldız veriyorumki yorumum görünsün diye,n
5,yorumlara kanip 164 boy 59 kg ile m aldim bacaklar bol geldi. Belden asagi dar biriyseniz ve  bacaklardaki durus sizin icin onemliyse ve benim olculerimdeyseniz s almanizi oneririm. icime sinmedi. urunun disini begendim,n
4,urun güzel fakat icindeki polar astari beni cok terlettigi icin iade yaptim.bir beden buyuk alınız,n
5,Kumaşu çok güzel üstte duruşuda harika ilk defa bu markadan aldım ama bayıldımmm,p
5,"Çok güzel, kaliteli bir ürün üstte güzel duruyor",p
5,Ürün Çok Güzel Üstte Harika Duruyor Beden xs,p
5,Kumaşı cok güzel üstte güzel duruyor,p
1,"3 rengini de aldım ve ürünler gayet güzel ama üçü de leş gibi sigara kokuyordu. Bu nasıl hijyen nasıl profesyonellik anlamadım. Markanın, üzerine sigara kokusu sinen ürünleri paketleyip kargolamaya utanması lazım. Tekrar alışveriş yapmam. Hijyenini önemseyenlere tavsiye etmiyorum.",n
5,tutku kalitesi on numara beş Yıldız,p
5,Beş yıldızı tam hakkeden ürün,p
5,"Kumaşının pamuklu olması,  ince olmaması nedeniyle 5 yıldız... Yorumlarda 1 beden küçük alınması yönündeki görüşlere uyarak doğru bir beden seçmişim...",p
4,Tam kalıp denilmiş ama evdeki 3 numara ribana bato külottan neredeyse 1 numara büyük. Yıkayınca çeker mi bilmiyorum ama bence 1 numara küçük sipariş edebilirsiniz. 1 yıldızı tutmayan bedenden dolayı veriyorum.,p
5,10 yıldız olsa da versem çok iyi bir etekkk,p
5,Ürün sağlam bir şekilde elime ulaştı. Fp ürünü. İçi şardonlu kışlık bir sweat. 5 yıldızı hak ediyor.,p
5,Ürün eksizksiz ce kaliteli geldi 5 yıldızdan fazlasını hal ediyor,p
5,"Malesef 6 XL değil bu ürün kalıbı çok küçük iadeyle uğraşmak istemiyorum, yinede puan düşmemesi için 5 yıldız veriyorum",p
3,Kalipları kücük 2 besen buyuk almanizi oneririm.,p
1,Ürün resimdekiyle aynı değil.. Üzerindeki resim micky mouse gelmiş ve üstte ortada resim.. Renk de gri gelmiş. Kesinlikle resimdekinden farklı bir ürün gönderilmiş,n
5,Rengi dokusu mükemmel kumaşını çok beğendim çok kalın değil ama hatları belli edecek kadar ince de değil ayrıca çoğu tayt diz gibi bölgelerde katlanırken bu üstte dümdüz duruyor,p
5,Rengi tam acı kahve değil ancak üstte çok güzel duruyor,p
4,Teslimat süreci sorunsuz ve hızlıydı.Paketlemesi de özenli hoşuma gitti.Giyince yorumumu güncelleyeceğim eminim benim gibi 900 buna vereceğime nike dan alırım diye düşünenler vardır bu yüzden paylaşacağım.Ayrıca gönderdikleri paketi sokaktakş çocuklara mama taşımak için çantamda kullanacağım bu yüzden daha bir artı.,p
4,İçi yünlü olanlardan sanıp aldım ama iadeyle uğraşmayacağım. Kullandıktan sonra yorumumu güncellerim.,n
5,Gayet güzel içi polarlı değil resimde görüldüğü gibi ten rengi astarlı,p
2,Ürünün duruşu güzel hafif soguk havalarda güzel sıcak tutuyor vs ama bir iki kullanım sonrası yapısında lekelenmeler oluyor. bu yüzden 2 puan. Arkadaşıma önerdim o da aldı ama lekeli çıktı iade etti. Yorumum esnasında üzerimde olmadıgı için foto paylaşamıyorum.,p
1,"Ürün çok kalitesiz içi polarlı değil, kumaşı ve malzemesi çok kötü. Bir de krem rengi olan iç astarı ters dikilmiş o nedenle üründe bölgesel toplanmalar oluyor ve kötü görüntü oluşturuyor. Aynı zamanda da bedeni çok küçük. Tüm bu nedenlerle iade etmek istedim. Daha önce trendyoldan defalarca iade yaptım ve herhangi bir sorunla karşılaşmadım. Ancak",n
5,Bu kadar kotu bir ürün olmaz görünsün diye 5 yıldız veriyorum indirimde aldim ama o kadar bile etmez,n
2,"Kötü, ikikat çorap üstteki ince olan heran kaçabilir, bide iade kabul etmiyor, aldın bitti, denemeden eline alınca bile kalitesizlik akıyor, ancak iade etmek yok",n
1,cok kotu. ustteki siyah cirap hemen yirtildi cekti delik oldu.,n
1,Yıldız vermiyorum rezil bir ürün havlunun dışına çorap dikmişler giyemiyorsunuz bile,n
1,"En yukarda gözükür umarım yorumum, sahte ürün satıyorlar. Kesinlikle almayın gidip katia&bony’nin mağazasından alın!",n
1,"Üst sırada görünsün diye 5 yıldız veriyorum , sakın ama sakın almayın görseldeki ürün gelmiyor böyle bi rezillik olamaz,naylon bi poşette bide iadesi yoktur etiketiyle gönderiyorlar",n
1,"Ürün katia &bony marka gelseydi 5 yıldız vereceğime emindim , ama satıcı asla o markayı göndermedi , üzerinde etiket bile yok alelade bir poşete tıklım tıkış konulmuş , güvenilir değil fotoğraflara bakın anlarsınız",n
5,Hem ambalajı açık geldi hemde görseldeki ile alakası yok ve başka marka gönderilmiş bu marka böylesine bi hata nasıl yapar anlamam. Yorum gözüksün diye 5 yıldız veriyorum ve iade ediyorum. Görsellerde görebilirsiniz.,n
5,5 yıldız gözüksün diye verdim  kapsonun ipleri yok şaka gibi paketleme çok kötü  sırf gönder mek için göndermişler yani asla almayın,n
5,ürüne beş yıldız vermemin sebebi başta görünsün diye resimle gelenin uzaktan yakından alakası yok rengi soluk İnce ürün geldi dikişi yamuk kesinlikle tavsiye etmiyorum insanları kandırıyorlar resime inanıp iki âdet aldım 😡😡,n
5,Çok güzel çok beğendim tamamıyla fiyat performans ürünü Çok kısa da değil ayrıca astarlı 2 günde geldi Teşekkürler,p
5,İçi astarlı ve kalıp olarak baya büyük sevdimm,p
5,Ben baya beğendim standart olunca olmaz diye endişelenmiştim ama çok güzel oldu tereddüt etmeden alabilirsiniz bide boyu falan da iyi kısa değil astarı olması da iyi bu fiyata 🥳,p
4,gayet güzel ve kaliteli geldi içi astarlı çok hoş bir kalıbı var,p
5,alin aldirin. cok cok guzel.hem kumasi hem durusu asla bu fiyata gibi durmuyor.  daha fazla yildiz olsa daha fazla verirdim,p
4,güzel içi astarlı,p
5,Bebek gibiii astarlı gelmesine çok sevindiiim,p
5,Pek de kaliteli değil fiyat performans ürünü. Kabanın ve düğmelerin rengi çok güzel ve uyumlu. İçi ve cepleri astarlı. Bedeni bana bol oldu ama tabi modeli böyle.,p
5,Ürün çok güzel kışlık bir kumaş değil biraz ince kalın bir kazakla kış aylarında da giyilir. Yıkandıktan sonra astarı biraz deforme oldu sarkmaya başladı. Ufak bir terzi işlemiyle halledilir.,p
3,üstte duruşu fena değil ama maalesef kalitesiz dikilmiş. astarı ayrıca alttan kol kısmından çıkıyor garip bir kaban kalın değil,n
4,ya aslında çok hoş bi ürün o kadar kalın değil sadece 1 yıldızı da kargo çok geç geldi o sebepten kırdım,p
4,Ağır değil ince ama güzel astarlı,p
4,Biraz ince kış için olmaz kumaşı dokusu çok güzel içi astarlı iadede kararsızım,p
5,"kısa sürede geldi standart beden olduğu için tedirgin olmuştum ama gayet guzel astarlı, kumaşi güzel ince bir kaşe tam kışlık değil ama beğendim baharlık.",p
4,Standart beden büyük geldi bana fakat kumaşı üstte duruşu çok düzgün,p
5,Çok güzel mükemmel duruyor üstte,p
5,çok uygun fiyatı ve kumaşı aşırı kaliteli oneririm,p
5,gerçekten çok güzel çok beğendim 5 yıldızı çok hak ediyor,p
5,mükemmel bir ürün kesinlikle alınması lazım 10 numara 5 yıldız,p
5,Kumaşı çok yumuşak ve üstte çok güzel duruyor ama bir beden küçük alınabilir,p
5,bayıldımmm kumaşı üstte duruşu falan çok güzel,p
5,gerçekten 5 yıldızı hak eden bir ürün kumaşı çok güzel  hamile olduğum halde çok rahat ettim ben xl beden aldım yumuşacık,p
5,ürüne 5 yıldız verdim pantalon falan değil baya tayt iyade oluşturdum,n
1,Bu yıldızı bile hakketmiyor beklediğim gibi gelmedi daha kötü geldi hiç beğenmedim bugün geldi kargo iade edeceğim bu paraya bile değmez almayın benim boyum 1.62 daha kısa oldu bilginizi boyu bundan uzun olanlar almasın kapri olarak durur,n
1,İnanılmaz ince beli durmuyor. Aşırı kalitesiz bedava verseler giyilmez 1 yıldızı bile haketmiyor,n
5,üstte görünmesi için 5 yıldız verdim rengi çok soluk asla resimdeki gibi değil yorumlara bakarak L istedim L-xl olarak geldi çok geniş .,n
5,Rengine bayıldım üstte duruşu gerçekten harika. Tüm jeanler le rahatlıkla kombin yapabiliyorum farklı renklerinden de sipariş vereceğim teşekkürler,p
5,Son zamanlarda renk çok moda biliyorsunuz kesinlikle ba sweat kaçmaz içi yumuşacık üstte duruşu harika,p
5,Rengine bayıldım üstte duruşu harika kalıbı çok iyi yıkadım çekme solma yapmadı,p
4,elime çabuk ulaştı 2 gün gibi bı zarfta ama ben renkli diye almıştım 3beyaz 3 siyah 1 ten rengi geldi bedenler dogru 1 yıldız renkten vermedim,p
5,"Üste çıksın diye beş yıldız verdim ama assssla etmez, lastikleri atmasın diye bedenimden büyük aldığım halde daha ikinci yıkamada hepsinin lastikleri attı hem de nerdeyse yarıya kadar. Aynı paraya marketlerin aktüel ürünlerinden alsam çok daha iyi çıkarlardı.",n
5,beş yıldızı üste çıksın diye verdim almayın aldırmayın!! bir kaç hafta sonra  hepsi söküldü fotoğraf ekleyemiyorum sanırım satıcı fotoğraflı yorumu kaldırdı anlamadım,n
5,Bayıldımmmm resmen kendi bedeninizi alın derim harika bir star parça,p
5,Üstte duruşu çok güzel severek giyiyorum. kendi bedeninizi alanilirsiniz,p
3,kalibi dar bir beden buyuk alinmasini oneririm,p
5,ÜRÜN GAYET GÜZEL VE ÜSTTE ÇOK ŞIK DURUYOR.KENDİ BEDENİNİZİ ALABİLİRSİNİZ. AYRICA SİPARİŞLE AYNI GÜN KARGOYA VERİLDİ ÇOK HIZLIYDI TEŞEKKÜRLER CIQULATA,p
4,"Çok güzel gömlek çok soruluyor.163 boy 66 kiloya m aldim,ama üste bedenim alt bedenime göre ince,sadece tek eleştirebileceğim,kolu bana malesf kısa geldi,bedene göre kollar kısa,ceket içi giyiyorum tesettürlü olduğum için,onun haricinde kumaşı kalitesi 5 yıldız👌",p
4,"Kalitesi duruşu çok tatlı, şık bir gömlek. Kolları evet fotodaki gibi kısa ama ben zaten gömleklerin kollarını katlarım o yüzden ben sevdim. Boyu da bana göre ideal. 1 yıldızı 100% polyester olmasından kırdım.",p
5,Üstte duruşu çok hoş hanım hanımcık s beden tercih ettim 🌸🌸,p
4,bir yıldız iç göstermesinden kırıyorum onun dışında gayet güzel 1.60boy 53kilo s beden bile bol durdu birazcık.,p
5,Pantolonum bugün geldi çok güzel çok rahat kumaşı üstte duruşu satıcı tüm sorularıma sabırla cevap verdi 1.62 boy 53 kilo 36 beden tam oldu sanki biçilmiş kaftan gibi satıcıdan bir gün önce kargoya vermesini rica ettim verdide çok memnun kaldım içiniz rahat olsun alabilirsiniz 🌸,p
5,Emeği geçenlere  teşekkür ederim okadar güzel okadar özenle paketlenmişki 70 kiloya 40 beden tam oldu aynı ftraftaki gibi durdu  tüm yıldızları hakediyor bu pantolon,p
5,Kahverengisini de aldım Çok severek giyiyorum 10 yıldız,p
5,mükemmel gerçekten tek kelimeyle tavsiye ederim çok kullanışlı çok rahat 5 yıldızlı ❤️,p
5,Çok güzel daha fazla yıldız hak ediyo bence kendi bedeninizi alın 170 70kilo L beden aldım sorunsuz ve çok rahat,p
5,10 yıldız olsa verirdim. Kumaş esnek bir beden büyük almayın. Süper yüksek bel croplarla çoook güzel duruyor.,p
